ID,SourceStructureID,TypeSource,TargetStructureID,TypeTarget,Bidirectional,LastModified,Links
1,1,Ribbon Synapse,192,Postsynapse,False,2020-03-31T21:26:23.027-07:00,"[{'SourceID': 24, 'TargetID': 42960, 'Directional': False}]"
2,1,Ribbon Synapse,192,Postsynapse,False,2020-03-31T21:26:25.823-07:00,"[{'SourceID': 24, 'TargetID': 42961, 'Directional': False}]"
3,1,Ribbon Synapse,146,Postsynapse,False,2015-02-16T22:02:12.817-08:00,"[{'SourceID': 43, 'TargetID': 147, 'Directional': False}]"
4,1,Cistern Post,192,Cistern Pre,False,2017-06-15T21:06:25.113-07:00,"[{'SourceID': 78, 'TargetID': 869, 'Directional': False}]"
5,80,Ribbon Synapse,1791,Postsynapse,False,2015-07-13T19:53:30.88-07:00,"[{'SourceID': 81, 'TargetID': 1792, 'Directional': False}]"
6,80,Ribbon Synapse,1678,Postsynapse,False,2015-07-07T19:28:15.42-07:00,"[{'SourceID': 85, 'TargetID': 1679, 'Directional': False}]"
7,80,Ribbon Synapse,1665,Postsynapse,False,2018-05-08T17:11:25.56-07:00,"[{'SourceID': 85, 'TargetID': 27952, 'Directional': False}]"
8,80,Ribbon Synapse,1728,Postsynapse,False,2015-07-10T21:40:33.207-07:00,"[{'SourceID': 86, 'TargetID': 1729, 'Directional': False}]"
9,80,Ribbon Synapse,1730,Postsynapse,False,2015-07-10T21:41:26.393-07:00,"[{'SourceID': 86, 'TargetID': 1731, 'Directional': False}]"
10,80,Ribbon Synapse,1795,Postsynapse,False,2015-07-13T21:14:17.69-07:00,"[{'SourceID': 87, 'TargetID': 1797, 'Directional': False}]"
11,80,Ribbon Synapse,1839,Postsynapse,False,2015-07-14T17:02:02.143-07:00,"[{'SourceID': 90, 'TargetID': 1841, 'Directional': False}]"
12,80,Ribbon Synapse,1860,Postsynapse,False,2015-07-14T18:44:54.883-07:00,"[{'SourceID': 92, 'TargetID': 1861, 'Directional': False}]"
13,80,Ribbon Synapse,1872,Postsynapse,False,2015-07-14T19:08:05.547-07:00,"[{'SourceID': 94, 'TargetID': 1873, 'Directional': False}]"
14,80,Ribbon Synapse,2118,Postsynapse,False,2015-07-17T22:37:27.107-07:00,"[{'SourceID': 95, 'TargetID': 2119, 'Directional': False}]"
15,80,Ribbon Synapse,2007,Postsynapse,False,2015-07-18T15:44:26.67-07:00,"[{'SourceID': 97, 'TargetID': 2144, 'Directional': False}]"
16,80,Ribbon Synapse,2185,Postsynapse,False,2015-07-20T20:04:14.577-07:00,"[{'SourceID': 111, 'TargetID': 2186, 'Directional': False}]"
17,80,Ribbon Synapse,1929,Postsynapse,False,2015-07-14T22:10:00.677-07:00,"[{'SourceID': 113, 'TargetID': 1930, 'Directional': False}]"
18,80,Ribbon Synapse,1929,Postsynapse,False,2015-07-14T22:13:00.327-07:00,"[{'SourceID': 114, 'TargetID': 1931, 'Directional': False}]"
19,80,Ribbon Synapse,2118,Postsynapse,False,2015-07-17T22:53:29.617-07:00,"[{'SourceID': 115, 'TargetID': 2126, 'Directional': False}]"
20,135,Ribbon Synapse,266,Postsynapse,False,2015-04-10T19:51:55.06-07:00,"[{'SourceID': 139, 'TargetID': 877, 'Directional': False}]"
21,135,Ribbon Synapse,349,Postsynapse,False,2018-11-29T20:45:57.02-08:00,"[{'SourceID': 139, 'TargetID': 31293, 'Directional': False}]"
22,192,Conventional,1,Postsynapse,False,2019-06-13T22:51:44.307-07:00,"[{'SourceID': 198, 'TargetID': 31182, 'Directional': False}]"
23,192,Conventional,1,Postsynapse,False,2015-02-16T23:36:05.477-08:00,"[{'SourceID': 204, 'TargetID': 51, 'Directional': False}]"
24,192,Conventional,1,Postsynapse,False,2020-03-10T20:40:01.56-07:00,"[{'SourceID': 204, 'TargetID': 68, 'Directional': False}]"
25,192,Conventional,1,Postsynapse,False,2015-02-16T23:56:10.513-08:00,"[{'SourceID': 211, 'TargetID': 22, 'Directional': False}]"
26,192,Conventional,1134,Postsynapse,False,2015-05-15T21:39:40.147-07:00,"[{'SourceID': 217, 'TargetID': 1136, 'Directional': False}]"
27,80,Ribbon Synapse,1730,Postsynapse,False,2015-07-13T15:17:20.323-07:00,"[{'SourceID': 228, 'TargetID': 1762, 'Directional': False}]"
28,80,Ribbon Synapse,2022,Postsynapse,False,2015-07-16T21:50:34.013-07:00,"[{'SourceID': 233, 'TargetID': 2023, 'Directional': False}]"
29,80,Ribbon Synapse,2033,Postsynapse,False,2015-07-16T22:29:33.627-07:00,"[{'SourceID': 237, 'TargetID': 2034, 'Directional': False}]"
30,80,Ribbon Synapse,2046,Postsynapse,False,2015-07-17T17:16:04.663-07:00,"[{'SourceID': 247, 'TargetID': 2047, 'Directional': False}]"
31,80,Ribbon Synapse,265,Postsynapse,False,2020-02-27T17:24:16.433-08:00,"[{'SourceID': 249, 'TargetID': 42496, 'Directional': False}]"
32,135,Ribbon Synapse,192,Postsynapse,False,2015-02-27T14:34:27.04-08:00,"[{'SourceID': 290, 'TargetID': 200, 'Directional': False}]"
33,301,Ribbon Synapse,265,Postsynapse,False,2020-07-31T18:35:46.14-07:00,"[{'SourceID': 304, 'TargetID': 44793, 'Directional': False}]"
34,318,Ribbon Synapse,265,Postsynapse,False,2018-09-25T22:06:36.473-07:00,"[{'SourceID': 322, 'TargetID': 29913, 'Directional': False}]"
35,318,Ribbon Synapse,265,Postsynapse,False,2018-09-26T23:49:57.12-07:00,"[{'SourceID': 322, 'TargetID': 29936, 'Directional': False}]"
36,318,Ribbon Synapse,265,Postsynapse,False,2020-02-27T17:19:55.18-08:00,"[{'SourceID': 324, 'TargetID': 29936, 'Directional': False}]"
37,352,Ribbon Synapse,1685,Postsynapse,False,2020-03-10T19:28:32.053-07:00,"[{'SourceID': 356, 'TargetID': 42722, 'Directional': False}]"
38,352,Ribbon Synapse,262,Postsynapse,False,2020-09-10T17:22:00.14-07:00,"[{'SourceID': 361, 'TargetID': 45336, 'Directional': False}]"
39,352,Ribbon Synapse,1685,Postsynapse,False,2020-03-03T21:17:19.18-08:00,"[{'SourceID': 389, 'TargetID': 42568, 'Directional': False}]"
40,352,Ribbon Synapse,1685,Postsynapse,False,2020-03-03T00:12:19.947-08:00,"[{'SourceID': 411, 'TargetID': 42556, 'Directional': False}]"
41,430,Ribbon Synapse,29192,Postsynapse,False,2018-11-02T21:25:10.983-07:00,"[{'SourceID': 433, 'TargetID': 29196, 'Directional': False}]"
42,430,Ribbon Synapse,32971,Postsynapse,False,2019-02-21T21:03:01.703-08:00,"[{'SourceID': 434, 'TargetID': 32976, 'Directional': False}]"
43,430,Ribbon Synapse,29192,Postsynapse,False,2018-08-06T23:06:52.62-07:00,"[{'SourceID': 436, 'TargetID': 29195, 'Directional': False}]"
44,80,Ribbon Synapse,2150,Postsynapse,False,2015-07-18T15:53:00.133-07:00,"[{'SourceID': 446, 'TargetID': 2151, 'Directional': False}]"
45,80,Ribbon Synapse,2133,Postsynapse,False,2015-07-17T23:08:50.113-07:00,"[{'SourceID': 452, 'TargetID': 2134, 'Directional': False}]"
46,80,Ribbon Synapse,265,Postsynapse,False,2020-08-20T16:13:07.03-07:00,"[{'SourceID': 454, 'TargetID': 45284, 'Directional': False}]"
47,80,Ribbon Synapse,265,Postsynapse,False,2020-09-09T19:15:40.347-07:00,"[{'SourceID': 456, 'TargetID': 45332, 'Directional': False}]"
48,80,Ribbon Synapse,2027,Postsynapse,False,2015-07-16T22:06:02.003-07:00,"[{'SourceID': 458, 'TargetID': 2028, 'Directional': False}]"
49,80,Ribbon Synapse,265,Postsynapse,False,2018-12-11T22:55:13.08-08:00,"[{'SourceID': 458, 'TargetID': 31525, 'Directional': False}]"
50,266,Conventional,126,Postsynapse,False,2015-03-17T21:36:27.213-07:00,"[{'SourceID': 474, 'TargetID': 473, 'Directional': False}]"
51,478,Ribbon Synapse,2709,Postsynapse,False,2018-08-08T18:40:17.717-07:00,"[{'SourceID': 481, 'TargetID': 29275, 'Directional': False}]"
52,478,Ribbon Synapse,831,Postsynapse,False,2015-04-09T20:46:56.73-07:00,"[{'SourceID': 495, 'TargetID': 837, 'Directional': False}]"
53,478,Ribbon Synapse,2118,Postsynapse,False,2018-12-12T22:15:58.97-08:00,"[{'SourceID': 495, 'TargetID': 31542, 'Directional': False}]"
54,478,Ribbon Synapse,262,Postsynapse,False,2020-09-15T17:45:55.18-07:00,"[{'SourceID': 521, 'TargetID': 45417, 'Directional': False}]"
55,478,Ribbon Synapse,262,Postsynapse,False,2020-09-15T16:46:23.207-07:00,"[{'SourceID': 533, 'TargetID': 45397, 'Directional': False}]"
56,80,Ribbon Synapse,265,Postsynapse,False,2020-09-06T20:15:26.707-07:00,"[{'SourceID': 563, 'TargetID': 45304, 'Directional': False}]"
57,80,Ribbon Synapse,1967,Postsynapse,False,2015-07-16T19:45:23.16-07:00,"[{'SourceID': 566, 'TargetID': 1968, 'Directional': False}]"
58,80,Ribbon Synapse,2053,Postsynapse,False,2015-07-17T18:30:57.623-07:00,"[{'SourceID': 584, 'TargetID': 2054, 'Directional': False}]"
59,318,Ribbon Synapse,2053,Postsynapse,False,2015-07-17T18:35:04.367-07:00,"[{'SourceID': 594, 'TargetID': 2056, 'Directional': False}]"
60,80,Ribbon Synapse,1860,Postsynapse,False,2015-07-14T18:45:49.81-07:00,"[{'SourceID': 595, 'TargetID': 1862, 'Directional': False}]"
61,80,Ribbon Synapse,1901,Postsynapse,False,2015-07-14T20:06:42.453-07:00,"[{'SourceID': 595, 'TargetID': 1904, 'Directional': False}]"
62,80,Ribbon Synapse,1887,Postsynapse,False,2015-07-14T19:33:09.213-07:00,"[{'SourceID': 596, 'TargetID': 1888, 'Directional': False}]"
63,80,Ribbon Synapse,2018,Postsynapse,False,2015-07-16T21:41:35.92-07:00,"[{'SourceID': 599, 'TargetID': 2019, 'Directional': False}]"
64,80,Ribbon Synapse,2182,Postsynapse,False,2015-07-20T19:11:25.33-07:00,"[{'SourceID': 609, 'TargetID': 2183, 'Directional': False}]"
65,617,Ribbon Synapse,617,Postsynapse,False,2018-02-02T21:51:59.397-08:00,"[{'SourceID': 620, 'TargetID': 621, 'Directional': False}]"
66,80,Ribbon Synapse,265,Postsynapse,False,2020-02-27T17:27:45.68-08:00,"[{'SourceID': 657, 'TargetID': 42498, 'Directional': False}]"
67,617,Ribbon Synapse,32385,Postsynapse,False,2019-01-24T20:46:15.55-08:00,"[{'SourceID': 685, 'TargetID': 32429, 'Directional': False}]"
68,617,Ribbon Synapse,32385,Postsynapse,False,2019-01-24T20:44:08.127-08:00,"[{'SourceID': 686, 'TargetID': 32429, 'Directional': False}]"
69,617,Ribbon Synapse,32611,Postsynapse,False,2019-02-05T21:49:41.04-08:00,"[{'SourceID': 686, 'TargetID': 32675, 'Directional': False}]"
70,352,Ribbon Synapse,265,Postsynapse,False,2018-09-25T22:12:18.22-07:00,"[{'SourceID': 696, 'TargetID': 29914, 'Directional': False}]"
71,352,Ribbon Synapse,265,Postsynapse,False,2020-07-31T17:11:27.56-07:00,"[{'SourceID': 712, 'TargetID': 44782, 'Directional': False}]"
72,740,Ribbon Synapse,32528,Postsynapse,False,2019-01-30T01:13:41.697-08:00,"[{'SourceID': 742, 'TargetID': 32545, 'Directional': False}]"
73,757,Conventional,1133,Postsynapse,False,2018-08-03T17:31:44.08-07:00,"[{'SourceID': 764, 'TargetID': 29028, 'Directional': False}]"
74,135,BC Conventional Synapse,769,Postsynapse,False,2015-04-07T00:58:26.79-07:00,"[{'SourceID': 772, 'TargetID': 773, 'Directional': False}]"
75,126,Ribbon Synapse,2018,Postsynapse,False,2018-12-12T00:24:38.83-08:00,"[{'SourceID': 802, 'TargetID': 31530, 'Directional': False}]"
76,126,Ribbon Synapse,1700,Postsynapse,False,2015-07-10T20:38:30.433-07:00,"[{'SourceID': 810, 'TargetID': 1717, 'Directional': False}]"
77,192,Conventional,1,Postsynapse,False,2017-06-13T18:07:09.74-07:00,"[{'SourceID': 868, 'TargetID': 77, 'Directional': False}]"
78,192,Plaque-like Pre,314,Plaque-like Post,False,2015-04-10T00:24:20.2-07:00,"[{'SourceID': 870, 'TargetID': 871, 'Directional': False}]"
79,192,Conventional,135,Postsynapse,False,2015-05-11T14:42:40.233-07:00,"[{'SourceID': 883, 'TargetID': 1088, 'Directional': False}]"
80,192,Conventional,1134,Postsynapse,False,2015-05-15T22:05:50.78-07:00,"[{'SourceID': 890, 'TargetID': 1147, 'Directional': False}]"
81,192,Conventional,1246,Postsynapse,False,2020-11-05T20:13:15.543-08:00,"[{'SourceID': 900, 'TargetID': 45908, 'Directional': False}]"
82,793,Conventional,2053,Postsynapse,False,2015-07-17T18:55:42.923-07:00,"[{'SourceID': 951, 'TargetID': 2063, 'Directional': False}]"
83,793,Conventional,1728,Postsynapse,False,2015-07-10T22:36:17.867-07:00,"[{'SourceID': 957, 'TargetID': 1751, 'Directional': False}]"
84,793,Conventional,31482,Postsynapse,False,2019-02-14T22:31:26.82-08:00,"[{'SourceID': 959, 'TargetID': 32884, 'Directional': False}]"
85,623,Ribbon Synapse,29201,Postsynapse,False,2018-08-06T23:51:03.423-07:00,"[{'SourceID': 971, 'TargetID': 29203, 'Directional': False}]"
86,623,Ribbon Synapse,29201,Postsynapse,False,2018-08-06T23:50:59.03-07:00,"[{'SourceID': 972, 'TargetID': 29203, 'Directional': False}]"
87,623,Ribbon Synapse,29201,Postsynapse,False,2018-08-06T23:51:01.21-07:00,"[{'SourceID': 973, 'TargetID': 29203, 'Directional': False}]"
88,623,Ribbon Synapse,29185,Postsynapse,False,2018-08-06T22:26:40.19-07:00,"[{'SourceID': 974, 'TargetID': 29187, 'Directional': False}]"
89,623,Ribbon Synapse,29192,Postsynapse,False,2018-08-06T22:51:15.303-07:00,"[{'SourceID': 974, 'TargetID': 29193, 'Directional': False}]"
90,623,Ribbon Synapse,29192,Postsynapse,False,2018-08-06T22:51:18.15-07:00,"[{'SourceID': 975, 'TargetID': 29193, 'Directional': False}]"
91,623,Ribbon Synapse,29201,Postsynapse,False,2018-08-06T23:50:26.147-07:00,"[{'SourceID': 976, 'TargetID': 29202, 'Directional': False}]"
92,993,Plaque-like Pre,1134,Plaque-like Post,False,2015-05-15T21:27:03.1-07:00,"[{'SourceID': 994, 'TargetID': 1135, 'Directional': False}]"
93,262,Conventional,478,Postsynapse,False,2015-04-23T20:43:56.407-07:00,"[{'SourceID': 1009, 'TargetID': 505, 'Directional': False}]"
94,478,Ribbon Synapse,26917,Postsynapse,False,2020-12-17T16:53:01.52-08:00,"[{'SourceID': 1016, 'TargetID': 46540, 'Directional': False}]"
95,135,Ribbon Synapse,1678,Postsynapse,False,2015-07-07T19:38:52.803-07:00,"[{'SourceID': 1037, 'TargetID': 1681, 'Directional': False}]"
96,135,BC Conventional Synapse,1728,Postsynapse,False,2015-07-10T21:47:21.85-07:00,"[{'SourceID': 1039, 'TargetID': 1734, 'Directional': False}]"
97,135,Ribbon Synapse,192,Postsynapse,False,2020-09-15T00:42:31.56-07:00,"[{'SourceID': 1061, 'TargetID': 45378, 'Directional': False}]"
98,1069,Ribbon Synapse,1067,Postsynapse,False,2019-02-28T22:26:45.163-08:00,"[{'SourceID': 1070, 'TargetID': 33412, 'Directional': False}]"
99,1069,Ribbon Synapse,38633,Postsynapse,False,2019-07-10T19:29:52.83-07:00,"[{'SourceID': 1070, 'TargetID': 38634, 'Directional': False}]"
100,1069,Ribbon Synapse,1067,Postsynapse,False,2019-02-28T22:26:37.557-08:00,"[{'SourceID': 1071, 'TargetID': 33412, 'Directional': False}]"
101,1069,Ribbon Synapse,1067,Postsynapse,False,2019-02-28T22:28:40-08:00,"[{'SourceID': 1072, 'TargetID': 33412, 'Directional': False}]"
102,1069,Ribbon Synapse,31942,Postsynapse,False,2019-07-10T16:40:49.76-07:00,"[{'SourceID': 1072, 'TargetID': 38612, 'Directional': False}]"
103,135,Ribbon Synapse,726,Postsynapse,False,2015-05-11T14:37:11.89-07:00,"[{'SourceID': 1080, 'TargetID': 732, 'Directional': False}]"
104,135,Ribbon Synapse,192,Postsynapse,False,2018-01-24T00:56:04.887-08:00,"[{'SourceID': 1085, 'TargetID': 885, 'Directional': False}]"
105,478,Ribbon Synapse,262,Postsynapse,False,2020-09-15T18:25:41.567-07:00,"[{'SourceID': 1112, 'TargetID': 45427, 'Directional': False}]"
106,478,Ribbon Synapse,831,Postsynapse,False,2015-05-11T17:38:59.683-07:00,"[{'SourceID': 1116, 'TargetID': 835, 'Directional': False}]"
107,1134,Ribbon Synapse,1967,Postsynapse,False,2015-07-16T20:34:52.007-07:00,"[{'SourceID': 1154, 'TargetID': 1984, 'Directional': False}]"
108,135,Ribbon Synapse,192,Postsynapse,False,2020-05-13T14:33:02.22-07:00,"[{'SourceID': 1169, 'TargetID': 43458, 'Directional': False}]"
109,1180,Ribbon Synapse,29947,Postsynapse,False,2018-09-27T22:19:24.07-07:00,"[{'SourceID': 1181, 'TargetID': 29948, 'Directional': False}]"
110,1180,Ribbon Synapse,29950,Postsynapse,False,2018-09-27T22:41:13.937-07:00,"[{'SourceID': 1182, 'TargetID': 29951, 'Directional': False}]"
111,1180,Ribbon Synapse,29963,Postsynapse,False,2018-09-28T21:58:30.927-07:00,"[{'SourceID': 1183, 'TargetID': 29964, 'Directional': False}]"
112,1180,Ribbon Synapse,29963,Postsynapse,False,2018-09-28T21:59:14.607-07:00,"[{'SourceID': 1184, 'TargetID': 29966, 'Directional': False}]"
113,1180,Ribbon Synapse,29976,Postsynapse,False,2018-10-01T21:26:17.343-07:00,"[{'SourceID': 1185, 'TargetID': 29977, 'Directional': False}]"
114,1180,Ribbon Synapse,29976,Postsynapse,False,2018-10-01T21:45:06.67-07:00,"[{'SourceID': 1186, 'TargetID': 29978, 'Directional': False}]"
115,1180,Ribbon Synapse,29979,Postsynapse,False,2018-10-01T22:01:46.453-07:00,"[{'SourceID': 1190, 'TargetID': 29980, 'Directional': False}]"
116,1180,Ribbon Synapse,29979,Postsynapse,False,2018-10-01T22:03:02.397-07:00,"[{'SourceID': 1192, 'TargetID': 29981, 'Directional': False}]"
117,1180,Ribbon Synapse,30020,Postsynapse,False,2018-10-02T19:21:56.28-07:00,"[{'SourceID': 1192, 'TargetID': 30021, 'Directional': False}]"
118,1168,Ribbon Synapse,42536,Postsynapse,False,2020-03-02T23:23:59.81-08:00,"[{'SourceID': 1201, 'TargetID': 42537, 'Directional': False}]"
119,,Cell,26412,Postsynapse,False,2020-10-14T17:49:18.703-07:00,"[{'SourceID': 1242, 'TargetID': 45806, 'Directional': False}]"
120,1217,Ribbon Synapse,32611,Postsynapse,False,2019-02-05T22:49:47.153-08:00,"[{'SourceID': 1250, 'TargetID': 32680, 'Directional': False}]"
121,1220,Ribbon Synapse,1929,Postsynapse,False,2015-07-14T22:15:59.237-07:00,"[{'SourceID': 1279, 'TargetID': 1934, 'Directional': False}]"
122,743,Conventional,1247,Postsynapse,False,2015-06-04T20:48:41.207-07:00,"[{'SourceID': 1332, 'TargetID': 1331, 'Directional': False}]"
123,1348,Conventional,793,Postsynapse,False,2015-06-05T18:06:14.193-07:00,"[{'SourceID': 1350, 'TargetID': 1351, 'Directional': False}]"
124,793,Plaque-like Pre,317,Plaque-like Post,False,2015-06-05T18:11:34.787-07:00,"[{'SourceID': 1352, 'TargetID': 1353, 'Directional': False}]"
125,262,Conventional,478,Postsynapse,False,2018-08-08T22:07:20.72-07:00,"[{'SourceID': 1355, 'TargetID': 507, 'Directional': False}]"
126,265,Conventional,352,Postsynapse,False,2015-06-05T21:36:54.067-07:00,"[{'SourceID': 1364, 'TargetID': 694, 'Directional': False}]"
127,265,Conventional,1168,Postsynapse,False,2015-07-06T20:29:34.96-07:00,"[{'SourceID': 1367, 'TargetID': 1611, 'Directional': False}]"
128,265,Conventional,301,Postsynapse,False,2015-06-05T21:44:16.13-07:00,"[{'SourceID': 1368, 'TargetID': 851, 'Directional': False}]"
129,352,Ribbon Synapse,262,Postsynapse,False,2020-09-15T17:43:32.627-07:00,"[{'SourceID': 1393, 'TargetID': 45414, 'Directional': False}]"
130,301,Ribbon Synapse,262,Postsynapse,False,2020-09-15T18:21:14.853-07:00,"[{'SourceID': 1429, 'TargetID': 45423, 'Directional': False}]"
131,301,Ribbon Synapse,2627,Postsynapse,False,2019-06-25T20:57:07.407-07:00,"[{'SourceID': 1450, 'TargetID': 37981, 'Directional': False}]"
132,1488,Conventional,1246,Postsynapse,False,2020-11-12T18:08:43.017-08:00,"[{'SourceID': 1494, 'TargetID': 46095, 'Directional': False}]"
133,623,Ribbon Synapse,29239,Postsynapse,False,2018-08-07T20:46:26.707-07:00,"[{'SourceID': 1507, 'TargetID': 29240, 'Directional': False}]"
134,623,Cistern Pre,2709,Cistern Post,False,2018-08-07T23:17:15.277-07:00,"[{'SourceID': 1508, 'TargetID': 29256, 'Directional': False}]"
135,623,BC Conventional Synapse,29229,Postsynapse,False,2018-08-07T19:39:32.877-07:00,"[{'SourceID': 1509, 'TargetID': 29231, 'Directional': False}]"
136,623,Ribbon Synapse,29192,Postsynapse,False,2018-08-07T19:23:29.567-07:00,"[{'SourceID': 1511, 'TargetID': 29193, 'Directional': False}]"
137,623,Ribbon Synapse,29229,Postsynapse,False,2018-08-07T19:38:50.587-07:00,"[{'SourceID': 1512, 'TargetID': 29230, 'Directional': False}]"
138,623,Ribbon Synapse,29229,Postsynapse,False,2018-08-16T21:55:41.633-07:00,"[{'SourceID': 1514, 'TargetID': 29231, 'Directional': False}]"
139,623,Ribbon Synapse,29201,Postsynapse,False,2018-08-16T21:56:08.18-07:00,"[{'SourceID': 1515, 'TargetID': 29202, 'Directional': False}]"
140,623,Ribbon Synapse,29185,Postsynapse,False,2018-08-16T22:07:24.39-07:00,"[{'SourceID': 1517, 'TargetID': 29380, 'Directional': False}]"
141,1238,Conventional,623,Postsynapse,False,2015-06-26T18:35:38.397-07:00,"[{'SourceID': 1528, 'TargetID': 1529, 'Directional': False}]"
142,1238,Plaque-like Pre,623,Plaque-like Post,False,2015-06-26T18:36:07.56-07:00,"[{'SourceID': 1530, 'TargetID': 1531, 'Directional': False}]"
143,740,Ribbon Synapse,32528,Postsynapse,False,2019-01-30T01:13:40.077-08:00,"[{'SourceID': 1533, 'TargetID': 32545, 'Directional': False}]"
144,1233,Cistern Pre,1237,Cistern Post,False,2015-07-06T20:00:54.573-07:00,"[{'SourceID': 1534, 'TargetID': 1594, 'Directional': False}]"
145,1537,Ribbon Synapse,38862,Postsynapse,False,2019-07-15T17:13:53.52-07:00,"[{'SourceID': 1539, 'TargetID': 38863, 'Directional': False}]"
146,265,Conventional,27686,Postsynapse,False,2020-03-11T19:05:50.66-07:00,"[{'SourceID': 1630, 'TargetID': 42840, 'Directional': False}]"
147,265,Conventional,301,Postsynapse,False,2015-07-06T21:19:03.833-07:00,"[{'SourceID': 1631, 'TargetID': 842, 'Directional': False}]"
148,265,Conventional,1168,Postsynapse,False,2020-06-30T02:05:40.47-07:00,"[{'SourceID': 1633, 'TargetID': 34190, 'Directional': False}]"
149,265,Conventional,318,Postsynapse,False,2018-06-05T20:59:41.85-07:00,"[{'SourceID': 1641, 'TargetID': 321, 'Directional': False}]"
150,265,Conventional,80,Postsynapse,False,2015-07-06T22:00:16.753-07:00,"[{'SourceID': 1645, 'TargetID': 253, 'Directional': False}]"
151,1647,Conventional,262,Postsynapse,False,2015-07-06T22:34:39.813-07:00,"[{'SourceID': 1648, 'TargetID': 1649, 'Directional': False}]"
152,1665,Conventional,80,Postsynapse,False,2015-07-07T19:09:21.713-07:00,"[{'SourceID': 1666, 'TargetID': 82, 'Directional': False}]"
153,1665,Conventional,352,Postsynapse,False,2015-07-07T19:18:28.27-07:00,"[{'SourceID': 1670, 'TargetID': 1671, 'Directional': False}]"
154,1665,Conventional,80,Postsynapse,False,2015-07-07T19:21:30.017-07:00,"[{'SourceID': 1673, 'TargetID': 84, 'Directional': False}]"
155,1665,Conventional,80,Postsynapse,False,2015-07-07T19:21:25.767-07:00,"[{'SourceID': 1674, 'TargetID': 83, 'Directional': False}]"
156,80,BC Conventional Synapse,1700,Postsynapse,False,2015-07-10T19:23:36.23-07:00,"[{'SourceID': 1699, 'TargetID': 1701, 'Directional': False}]"
157,1700,Conventional,126,Postsynapse,False,2015-07-10T20:11:08.88-07:00,"[{'SourceID': 1706, 'TargetID': 787, 'Directional': False}]"
158,1700,Conventional,126,Postsynapse,False,2015-07-10T20:35:34.147-07:00,"[{'SourceID': 1716, 'TargetID': 809, 'Directional': False}]"
159,1134,Ribbon Synapse,1700,Postsynapse,False,2015-07-10T20:48:58.773-07:00,"[{'SourceID': 1723, 'TargetID': 1721, 'Directional': False}]"
160,1728,Conventional,32319,Postsynapse,False,2019-02-22T01:56:26.68-08:00,"[{'SourceID': 1744, 'TargetID': 33041, 'Directional': False}]"
161,1728,Conventional,32230,Postsynapse,False,2019-01-17T21:33:44.017-08:00,"[{'SourceID': 1755, 'TargetID': 32232, 'Directional': False}]"
162,1728,Conventional,793,Postsynapse,False,2015-07-10T22:40:10.5-07:00,"[{'SourceID': 1756, 'TargetID': 956, 'Directional': False}]"
163,1728,Conventional,793,Postsynapse,False,2018-08-08T22:08:14.283-07:00,"[{'SourceID': 1758, 'TargetID': 952, 'Directional': False}]"
164,1728,Conventional,793,Postsynapse,False,2015-07-10T23:14:29.407-07:00,"[{'SourceID': 1760, 'TargetID': 949, 'Directional': False}]"
165,265,Conventional,80,Postsynapse,False,2015-07-13T18:34:52.303-07:00,"[{'SourceID': 1775, 'TargetID': 230, 'Directional': False}]"
166,265,Conventional,352,Postsynapse,False,2015-07-13T18:36:45.26-07:00,"[{'SourceID': 1776, 'TargetID': 701, 'Directional': False}]"
167,265,Conventional,352,Postsynapse,False,2015-07-13T18:41:03.3-07:00,"[{'SourceID': 1780, 'TargetID': 1781, 'Directional': False}]"
168,265,Conventional,352,Postsynapse,False,2015-07-13T19:32:55.473-07:00,"[{'SourceID': 1787, 'TargetID': 1786, 'Directional': False}]"
169,80,Ribbon Synapse,146,Postsynapse,False,2015-07-13T22:17:37.03-07:00,"[{'SourceID': 1790, 'TargetID': 1821, 'Directional': False}]"
170,1791,Conventional,146,Postsynapse,False,2015-07-13T22:18:18.023-07:00,"[{'SourceID': 1793, 'TargetID': 1822, 'Directional': False}]"
171,1795,Conventional,2627,Postsynapse,False,2019-06-26T19:10:36.327-07:00,"[{'SourceID': 1803, 'TargetID': 38076, 'Directional': False}]"
172,265,Conventional,80,Postsynapse,False,2015-07-13T22:04:52.593-07:00,"[{'SourceID': 1815, 'TargetID': 89, 'Directional': False}]"
173,265,Conventional,80,Postsynapse,False,2015-07-13T22:09:19.623-07:00,"[{'SourceID': 1816, 'TargetID': 453, 'Directional': False}]"
174,265,Conventional,80,Postsynapse,False,2015-07-13T22:13:56.93-07:00,"[{'SourceID': 1818, 'TargetID': 569, 'Directional': False}]"
175,265,Conventional,80,Postsynapse,False,2015-07-14T16:52:23.393-07:00,"[{'SourceID': 1837, 'TargetID': 89, 'Directional': False}]"
176,1839,Conventional,80,Postsynapse,False,2015-07-14T17:00:53.843-07:00,"[{'SourceID': 1840, 'TargetID': 91, 'Directional': False}]"
177,1839,Conventional,1,Postsynapse,False,2020-11-13T18:06:18.927-08:00,"[{'SourceID': 1848, 'TargetID': 46112, 'Directional': False}]"
178,1839,Conventional,1,Postsynapse,False,2015-07-14T17:15:39.11-07:00,"[{'SourceID': 1851, 'TargetID': 19, 'Directional': False}]"
179,1872,Conventional,80,Postsynapse,False,2015-07-14T19:08:52.56-07:00,"[{'SourceID': 1874, 'TargetID': 1875, 'Directional': False}]"
