ID,TypeID,Notes,Verified,Tags,Confidence,Version,ParentID,Created,Label,Username,LastModified
1,1,"Probable Rod Bipolar cell
*****BEGIN MERGE FROM 26243*****
Possible branch off C1
*****END MERGE FROM 26243*****
",False,"<Structure><Attrib Name=""Soma"" Value=""1.0"" /></Structure>",0.5,AAAAAAA0Oss=,,2015-02-11T22:03:41.62-08:00,CBa,rpfeiffer       ,2020-11-10T18:54:38.643-08:00
2,73,,False,,0.5,AAAAAAA0Xzg=,1,2015-02-11T22:45:21.887-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
3,35,,False,,0.5,AAAAAAA0Xzk=,1,2015-02-11T22:52:22.787-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
4,35,,False,,0.5,AAAAAAA0Xzo=,1,2015-02-11T22:52:49.07-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
5,73,,False,,0.5,AAAAAAA0Xzs=,1,2015-02-11T22:59:19.037-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
6,35,,False,,0.5,AAAAAAA0Xzw=,1,2015-02-11T23:00:07.79-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
7,35,,False,,0.5,AAAAAAA0Xz0=,1,2015-02-11T23:01:28.903-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
8,35,,False,,0.5,AAAAAAA0Xz4=,1,2015-02-11T23:02:31.98-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
9,73,,False,,0.5,AAAAAAA0Xz8=,1,2015-02-11T23:04:29.21-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
10,73,,False,,0.5,AAAAAAA0X0A=,1,2015-02-11T23:09:59.35-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
11,73,,False,,0.5,AAAAAAA0X0E=,1,2015-02-11T23:12:34.347-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
13,35,,False,,0.5,AAAAAAA0X0I=,1,2015-02-11T23:22:53.803-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
14,35,,False,,0.5,AAAAAAA0X0M=,1,2015-02-11T23:23:15.357-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
15,73,,False,,0.5,AAAAAAA0X0Q=,1,2015-02-11T23:26:25.63-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
16,73,,False,,0.5,AAAAAAA0X0U=,1,2015-02-11T23:29:02.343-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
17,35,,False,,0.5,AAAAAAA0X0Y=,1,2015-02-11T23:29:41.233-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
18,35,,False,,0.5,AAAAAAA0X0c=,1,2015-02-11T23:30:16.417-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
19,35,,False,,0.5,AAAAAAA0X0g=,1,2015-02-11T23:31:42.7-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
20,35,,False,,0.5,AAAAAAA0X0k=,1,2015-02-11T23:32:30.393-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
21,35,,False,,0.5,AAAAAAA0X0o=,1,2015-02-11T23:32:48.023-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
22,35,,False,,0.5,AAAAAAA0X0s=,1,2015-02-11T23:33:21.94-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
23,73,,False,,0.5,AAAAAAA0X0w=,1,2015-02-11T23:33:27.587-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
24,73,,False,,0.5,AAAAAAA0X00=,1,2015-02-12T00:28:33.173-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
28,35,,False,,0.5,AAAAAAA0X04=,1,2015-02-12T00:51:30.62-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
30,73,,False,,0.5,AAAAAAA0X08=,1,2015-02-12T00:53:07.217-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
31,28,,False,,0.5,AAAAAAA0X1A=,1,2015-02-12T00:56:06.417-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
32,73,,False,,0.5,AAAAAAA0X1E=,1,2015-02-12T00:57:05.437-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
33,73,,False,,0.5,AAAAAAA0X1I=,1,2015-02-12T00:59:28.04-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
35,73,,False,,0.5,AAAAAAA0X1M=,1,2015-02-12T01:05:52.72-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
36,73,,False,,0.5,AAAAAAA0X1Q=,1,2015-02-12T01:06:10.813-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
37,73,,False,,0.5,AAAAAAA0X1U=,1,2015-02-12T01:12:07.55-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
38,35,,False,,0.5,AAAAAAA0X1Y=,1,2015-02-12T01:12:15.763-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
39,35,,False,,0.5,AAAAAAA0X1c=,1,2015-02-12T01:16:50.653-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
40,73,,False,"<Structure><Attrib Name=""Abnormal Ribbon"" /></Structure>",0.5,AAAAAAA0X1g=,1,2015-02-12T01:18:03.43-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
41,35,,False,,0.5,AAAAAAA0X1k=,1,2015-02-12T18:36:07.127-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
42,35,,False,,0.5,AAAAAAA0X1o=,1,2015-02-12T18:36:20.623-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
43,73,,False,,0.5,AAAAAAA0X1s=,1,2015-02-12T18:37:15.34-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
44,73,,False,,0.5,AAAAAAA0X1w=,1,2015-02-12T18:38:33.353-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
45,73,,False,,0.5,AAAAAAA0X10=,1,2015-02-12T18:39:00.19-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
46,35,,False,,0.5,AAAAAAA0X14=,1,2015-02-12T18:39:56.613-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
47,35,,False,,0.5,AAAAAAA0X18=,1,2015-02-12T18:40:04.217-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
48,73,,False,"<Structure><Attrib Name=""Abnormal Ribbon"" /></Structure>",0.5,AAAAAAA0XzA=,1,2015-02-13T14:25:44.7-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
49,73,,False,,0.5,AAAAAAA0X2A=,1,2015-02-13T14:32:00.047-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
50,35,,False,,0.5,AAAAAAA0X2E=,1,2015-02-13T14:32:41.63-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
51,35,,False,,0.5,AAAAAAA0X2I=,1,2015-02-13T14:32:46.58-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
53,35,,False,,0.5,AAAAAAA0X2M=,1,2015-02-13T14:42:47.65-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
55,73,,False,,0.5,AAAAAAA0X2Q=,1,2015-02-13T14:50:44.873-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
56,73,,False,,0.5,AAAAAAA0X2U=,1,2015-02-13T14:51:19.383-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
57,73,,False,,0.5,AAAAAAA0X2Y=,1,2015-02-13T14:51:40.373-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
58,35,,False,,0.5,AAAAAAA0X2c=,1,2015-02-13T14:53:00.483-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
59,35,,False,,0.5,AAAAAAA0X2g=,1,2015-02-13T14:53:21.03-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
60,35,,False,,0.5,AAAAAAA0X2k=,1,2015-02-13T14:54:05.97-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
61,35,,False,,0.5,AAAAAAA0X2o=,1,2015-02-13T14:55:37.467-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
62,73,,False,,0.5,AAAAAAA0X2s=,1,2015-02-13T14:56:27.16-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
63,35,,False,,0.5,AAAAAAA0X2w=,1,2015-02-13T14:56:31.673-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
64,28,,False,,0.5,AAAAAAA0X20=,1,2015-02-13T14:57:56.173-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
65,73,,False,,0.5,AAAAAAA0X24=,1,2015-02-13T15:02:16.48-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
66,35,,False,,0.5,AAAAAAA0X28=,1,2015-02-13T15:04:42.66-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
67,35,,False,,0.5,AAAAAAA0X3A=,1,2015-02-13T15:05:29.467-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
68,35,,False,,0.5,AAAAAAA0X3E=,1,2015-02-13T15:07:06.467-08:00,,jeebikadahal99  ,2020-11-16T17:19:33.57-08:00
69,1,"
*****BEGIN MERGE FROM 36848*****
Branch ending in engulfment by CBb 31313 @
 X: 17897.2	Y: 28634.8	Z: 871	DS: 0.53
*****END MERGE FROM 36848*****
",False,"<Structure><Attrib Name=""G"" Value=""Med"" /><Attrib Name=""soma"" Value="" 0.75"" /></Structure>",0.5,AAAAAAArcQc=,,2015-02-13T15:12:19.04-08:00,Aii GAC,rpfeiffer       ,2019-10-28T23:16:12.02-07:00
75,34,,False,,0.5,AAAAAAAADfU=,69,2015-02-13T15:44:56.137-08:00,,rpfeiffer       ,2015-02-13T15:44:56.137-08:00
76,35,,False,,0.5,AAAAAAAADiI=,69,2015-02-13T15:49:13.47-08:00,,rpfeiffer       ,2015-02-13T15:49:13.47-08:00
77,35,,False,,0.5,AAAAAAA0X3I=,1,2015-02-13T22:22:14.64-08:00,,rpfeiffer       ,2020-11-16T17:19:33.57-08:00
78,182,,False,,0.5,AAAAAAAADzE=,1,2015-02-16T19:39:02.83-08:00,,rpfeiffer       ,2015-02-16T19:39:02.83-08:00
79,35,,False,,0.5,AAAAAAAAD1A=,69,2015-02-16T19:49:27.473-08:00,,rpfeiffer       ,2015-02-16T19:49:27.473-08:00
80,1,"
continues:
X: 10940.4     Y: 17782.6	Z: 820	DS: 1.00


Changed PiPst 1963 to Cistern
X: 14776.1	Y: 18195.4	Z: 697	DS: 4.12 
JD



",False,"<Structure><Attrib Name=""Bubbles"" Value=""2"" /><Attrib Name=""Dot"" Value=""1"" /><Attrib Name=""E"" Value=""High"" /><Attrib Name=""Soma"" Value=""1.0"" /></Structure>",0.5,AAAAAAAzFa0=,,2015-02-16T20:09:39.273-08:00,CBa,jeebikadahal99  ,2020-08-12T15:23:39.563-07:00
81,73,,False,,0.5,AAAAAAAlEx4=,80,2015-02-16T20:09:44.703-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
82,35,,False,,0.5,AAAAAAAlE40=,80,2015-02-16T20:30:42.69-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
83,35,,False,,0.5,AAAAAAAlE4w=,80,2015-02-16T20:33:49.533-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
84,35,,False,,0.5,AAAAAAAlE4s=,80,2015-02-16T20:34:01.067-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
85,73,,False,,0.5,AAAAAAAlEqo=,80,2015-02-16T20:34:46.577-08:00,,CLSigulinsky    ,2019-02-18T19:24:25.9-08:00
86,73,,False,,0.5,AAAAAAAlEyI=,80,2015-02-16T20:37:03.737-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
87,73,,False,,0.5,AAAAAAAlEx0=,80,2015-02-16T20:38:40.393-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
89,35,,False,,0.5,AAAAAAAlE4o=,80,2015-02-16T20:39:50.19-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
90,73,,False,,0.5,AAAAAAAlExw=,80,2015-02-16T20:40:54.56-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
91,35,,False,,0.5,AAAAAAAlExs=,80,2015-02-16T20:41:04.32-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
92,73,,False,,0.5,AAAAAAAlExo=,80,2015-02-16T20:41:43.12-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
93,35,,False,,0.5,AAAAAAAlExM=,80,2015-02-16T20:41:48.413-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
94,73,,False,,0.5,AAAAAAAlExg=,80,2015-02-16T20:42:01.953-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
95,73,,False,,0.5,AAAAAAAlEvo=,80,2015-02-16T20:42:11.63-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
96,35,,False,,0.5,AAAAAAAlExI=,80,2015-02-16T20:42:34.493-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
97,73,,False,,0.5,AAAAAAAlEvU=,80,2015-02-16T20:44:55.163-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
98,73,,False,,0.5,AAAAAAAlE4k=,80,2015-02-16T20:45:30.523-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
99,73,,False,,0.5,AAAAAAAlE4g=,80,2015-02-16T20:45:37.833-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
100,73,,False,,0.5,AAAAAAAlE4c=,80,2015-02-16T20:46:34.813-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
101,73,,False,,0.5,AAAAAAAlE4Y=,80,2015-02-16T20:46:39.56-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
102,73,,False,,0.5,AAAAAAAlE4U=,80,2015-02-16T20:48:32.143-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
103,73,,False,,0.5,AAAAAAAlE4Q=,80,2015-02-16T20:49:55.44-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
104,35,,False,,0.5,AAAAAAAlE4M=,80,2015-02-16T20:50:16.637-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
105,35,,False,,0.5,AAAAAAAlE4I=,80,2015-02-16T20:50:23.207-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
106,35,,False,,0.5,AAAAAAAlE4E=,80,2015-02-16T20:50:37.297-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
107,73,,False,,0.5,AAAAAAAlE4A=,80,2015-02-16T20:50:43.29-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
108,35,,False,,0.5,AAAAAAAlE38=,80,2015-02-16T20:52:36.363-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
109,35,,False,,0.5,AAAAAAAlE34=,80,2015-02-16T20:52:50.517-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
110,28,,False,,0.5,AAAAAAAlE3I=,80,2015-02-16T20:53:34.243-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
111,73,,False,,0.5,AAAAAAAlE30=,80,2015-02-16T20:53:58.617-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
112,35,,False,,0.5,AAAAAAAlE3w=,80,2015-02-16T20:56:21.6-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
113,73,,False,,0.5,AAAAAAAlExA=,80,2015-02-16T20:58:23.807-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
114,73,,False,,0.5,AAAAAAAlExE=,80,2015-02-16T20:59:10.59-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
115,73,,False,,0.5,AAAAAAAlEvk=,80,2015-02-16T20:59:49.29-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
116,73,,False,,0.5,AAAAAAAlE3s=,80,2015-02-16T21:03:00.19-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
117,73,,False,,0.5,AAAAAAAlE3o=,80,2015-02-16T21:03:12.88-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
118,73,,False,,0.5,AAAAAAAlE3k=,80,2015-02-16T21:03:17.037-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
119,28,,False,,0.5,AAAAAAAlE3g=,80,2015-02-16T21:03:34.213-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
120,73,,False,,0.5,AAAAAAAlE3c=,80,2015-02-16T21:03:57.297-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
121,73,,False,,0.5,AAAAAAAlE3Y=,80,2015-02-16T21:04:04.14-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
122,73,,False,,0.5,AAAAAAAlE3U=,80,2015-02-16T21:04:40.12-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
123,35,,False,,0.5,AAAAAAAlE3Q=,80,2015-02-16T21:06:12.16-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
124,28,,False,,0.5,AAAAAAAlE3M=,80,2015-02-16T21:07:12.82-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
125,35,,False,,0.5,AAAAAAAlEvc=,80,2015-02-16T21:08:33.553-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
126,1,,False,"<Structure><Attrib Name=""E"" Value=""High"" /><Attrib Name=""swirl"" Value=""1"" /><Attrib Name=""soma"" Value="" 1.0"" /></Structure>",0.5,AAAAAAAmZvg=,,2015-02-16T21:10:55.927-08:00,CBa,JHY             ,2019-03-20T18:17:16.977-07:00
127,28,,False,,0.5,AAAAAAAAEn0=,126,2015-02-16T21:11:02.36-08:00,,rpfeiffer       ,2015-02-16T21:11:02.36-08:00
128,73,,False,,0.5,AAAAAAAAEqA=,126,2015-02-16T21:13:12.567-08:00,,rpfeiffer       ,2015-02-16T21:13:12.567-08:00
129,35,,False,,0.5,AAAAAAAAErs=,126,2015-02-16T21:14:26.117-08:00,,rpfeiffer       ,2015-02-16T21:14:26.117-08:00
130,35,,False,,0.5,AAAAAAAAEsA=,126,2015-02-16T21:15:31.233-08:00,,rpfeiffer       ,2015-02-16T21:15:31.233-08:00
131,35,,False,,0.5,AAAAAAAlE3E=,80,2015-02-16T21:28:06.113-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
132,35,,False,,0.5,AAAAAAAlE3A=,80,2015-02-16T21:28:09.33-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
133,35,,False,,0.5,AAAAAAAlE28=,80,2015-02-16T21:28:12.28-08:00,,rpfeiffer       ,2019-02-18T19:24:25.9-08:00
134,35,,False,,0.5,AAAAAAAAEvA=,126,2015-02-16T21:29:48.567-08:00,,rpfeiffer       ,2015-02-16T21:29:48.567-08:00
135,1,"Gap junction with 192 @ X: 11327.0	Y: 24611.4	Z: 795	DS: 0.35
Inconsistent with CBa cell type.",False,"<Structure><Attrib Name=""Soma"" Value=""1.0"" /></Structure>",0.5,AAAAAAAmbFc=,,2015-02-16T21:38:30.16-08:00,CBa,rpfeiffer       ,2019-03-21T17:01:54.893-07:00
136,73,,False,,0.5,AAAAAAAAEvg=,135,2015-02-16T21:38:35.81-08:00,,rpfeiffer       ,2015-02-16T21:38:35.81-08:00
137,73,,False,,0.5,AAAAAAAAExA=,135,2015-02-16T21:40:17.513-08:00,,rpfeiffer       ,2015-02-16T21:40:17.513-08:00
138,73,,False,,0.5,AAAAAAAAExc=,135,2015-02-16T21:41:11.107-08:00,,rpfeiffer       ,2015-02-16T21:41:11.107-08:00
139,73,,False,,0.5,AAAAAAAAEzE=,135,2015-02-16T21:43:47.89-08:00,,rpfeiffer       ,2015-02-16T21:43:47.89-08:00
140,28,,False,,0.3,AAAAAAA0ai4=,135,2015-02-16T21:44:31.37-08:00,,rpfeiffer       ,2020-11-17T20:15:53.2-08:00
141,73,,False,,0.5,AAAAAAAAE1g=,135,2015-02-16T21:46:10.267-08:00,,rpfeiffer       ,2015-02-16T21:46:10.267-08:00
143,35,,False,,0.5,AAAAAAAAE2Y=,135,2015-02-16T21:47:43.397-08:00,,rpfeiffer       ,2015-02-16T21:47:43.397-08:00
145,73,,False,,0.5,AAAAAAAAE5w=,135,2015-02-16T21:54:23.17-08:00,,rpfeiffer       ,2015-02-16T21:54:23.17-08:00
146,1,,False,,0.5,AAAAAAAfdWM=,,2015-02-16T22:01:51.727-08:00,yAC,rpfeiffer       ,2018-11-27T17:40:11.2-08:00
147,35,,False,,0.5,AAAAAAAAE7Y=,146,2015-02-16T22:02:10.91-08:00,,rpfeiffer       ,2015-02-16T22:02:10.91-08:00
149,35,,False,,0.5,AAAAAAAAE80=,146,2015-02-16T22:03:58.957-08:00,,rpfeiffer       ,2015-02-16T22:03:58.957-08:00
151,35,,False,,0.5,AAAAAAAAE/k=,146,2015-02-16T22:06:55.27-08:00,,rpfeiffer       ,2015-02-16T22:06:55.27-08:00
152,35,,False,,0.5,AAAAAAAAFAQ=,146,2015-02-16T22:07:21.11-08:00,,rpfeiffer       ,2015-02-16T22:07:21.11-08:00
153,35,,False,,0.5,AAAAAAAAFAk=,146,2015-02-16T22:07:34.797-08:00,,rpfeiffer       ,2015-02-16T22:07:34.797-08:00
156,35,,False,,0.5,AAAAAAAAFDI=,146,2015-02-16T22:10:40.307-08:00,,rpfeiffer       ,2015-02-16T22:10:40.307-08:00
157,35,,False,,0.5,AAAAAAAAFEU=,146,2015-02-16T22:11:42.11-08:00,,rpfeiffer       ,2015-02-16T22:11:42.11-08:00
158,35,,False,,0.5,AAAAAAAAFGM=,146,2015-02-16T22:16:09.64-08:00,,rpfeiffer       ,2015-02-16T22:16:09.64-08:00
159,35,,False,,0.5,AAAAAAAAFGs=,146,2015-02-16T22:17:29.753-08:00,,rpfeiffer       ,2015-02-16T22:17:29.753-08:00
160,35,,False,,0.5,AAAAAAAAFHM=,146,2015-02-16T22:17:45.213-08:00,,rpfeiffer       ,2015-02-16T22:17:45.213-08:00
161,35,,False,,0.5,AAAAAAAAFIQ=,146,2015-02-16T22:22:57.303-08:00,,rpfeiffer       ,2015-02-16T22:22:57.303-08:00
162,35,,False,,0.5,AAAAAAAAFJc=,146,2015-02-16T22:25:28.8-08:00,,rpfeiffer       ,2015-02-16T22:25:28.8-08:00
163,35,,False,,0.5,AAAAAAAAFJ0=,146,2015-02-16T22:25:42.363-08:00,,rpfeiffer       ,2015-02-16T22:25:42.363-08:00
164,35,,False,,0.5,AAAAAAAAFK8=,146,2015-02-16T22:26:45.657-08:00,,rpfeiffer       ,2015-02-16T22:26:45.657-08:00
165,35,,False,,0.5,AAAAAAAAFMk=,146,2015-02-16T22:29:53.52-08:00,,rpfeiffer       ,2015-02-16T22:29:53.52-08:00
166,35,,False,,0.5,AAAAAAAAFOU=,146,2015-02-16T22:31:57.82-08:00,,rpfeiffer       ,2015-02-16T22:31:57.82-08:00
167,35,,False,,0.5,AAAAAAAAFOs=,146,2015-02-16T22:32:13.107-08:00,,rpfeiffer       ,2015-02-16T22:32:13.107-08:00
168,35,,False,,0.5,AAAAAAAAFPI=,146,2015-02-16T22:32:38.48-08:00,,rpfeiffer       ,2015-02-16T22:32:38.48-08:00
170,1,"potential branch 31228 @ X: 12661.9	Y: 27621.0	Z: 752	DS: 1.52
Over 3 setion jump and in a strange direction (RLP 2/13/2019)


Descending axon is likely coming from off the edge of the volume  X: 10120.8	Y: 30928.0	Z: 748	DS: 1.32",False,"<Structure><Attrib Name=""Soma Off-Edge"" Value=""1"" /></Structure>",0.5,AAAAAAA0jz0=,,2015-02-16T22:36:20.163-08:00,CBa,rpfeiffer       ,2020-11-30T17:40:59.957-08:00
171,73,,False,,0.5,AAAAAAAfdvw=,31228,2015-02-16T22:36:42.16-08:00,,rpfeiffer       ,2018-11-27T18:08:57.597-08:00
177,247,,False,,0.5,AAAAAAAfej0=,170,2015-02-16T22:42:47.16-08:00,,rpfeiffer       ,2018-11-27T18:19:23.147-08:00
182,1,,False,,0.5,AAAAAAAfeow=,,2015-02-16T22:55:56.23-08:00,CBa,rpfeiffer       ,2018-11-27T18:30:25.423-08:00
183,28,,False,,0.5,AAAAAAAAFbs=,182,2015-02-16T22:56:01.64-08:00,,rpfeiffer       ,2015-02-16T22:56:01.64-08:00
184,73,,False,,0.5,AAAAAAAAFcM=,182,2015-02-16T22:56:35.42-08:00,,rpfeiffer       ,2015-02-16T22:56:35.42-08:00
185,73,,False,,0.5,AAAAAAAAFdo=,182,2015-02-16T22:58:17.99-08:00,,rpfeiffer       ,2015-02-16T22:58:17.99-08:00
186,73,,False,,0.5,AAAAAAAAFeQ=,182,2015-02-16T22:58:47.983-08:00,,rpfeiffer       ,2015-02-16T22:58:47.983-08:00
187,73,,False,,0.5,AAAAAAAAFe4=,182,2015-02-16T22:59:50.15-08:00,,rpfeiffer       ,2015-02-16T22:59:50.15-08:00
188,35,,False,,0.5,AAAAAAAAFfU=,182,2015-02-16T23:00:33.223-08:00,,rpfeiffer       ,2015-02-16T23:00:33.223-08:00
189,73,,False,,0.5,AAAAAAAAFgc=,182,2015-02-16T23:02:19.623-08:00,,rpfeiffer       ,2015-02-16T23:02:19.623-08:00
190,35,,False,,0.5,AAAAAAAAFhM=,182,2015-02-16T23:04:06.807-08:00,,rpfeiffer       ,2015-02-16T23:04:06.807-08:00
191,73,,False,,0.5,AAAAAAAAFho=,182,2015-02-16T23:05:00.103-08:00,,rpfeiffer       ,2015-02-16T23:05:00.103-08:00
192,1,"Merge with 35603 here:
X: 11904.1	Y: 24682.7	Z: 954	DS: 0.74

Merge with 35610 here:
X: 13440.2	Y: 23981.5	Z: 933	DS: 0.45

Missed branch. CLS started but needs more extension. Started here:
X: 9029.0	Y: 22425.4	Z: 976	DS: 0.50
(Done (JD))

*****BEGIN MERGE FROM 32649*****
Needs annotations cleaned up (RLP 12/21/2018)
*****END MERGE FROM 32649*****

*****BEGIN MERGE FROM 35610*****
Merge with 192 here:
X: 13440.2	Y: 23981.5	Z: 933	DS: 0.45
*****END MERGE FROM 35610*****
",False,"<Structure><Attrib Name=""CLS"" Value=""35610;35603"" /><Attrib Name=""G"" Value=""Med"" /><Attrib Name=""RLP"" Value=""27677"" /><Attrib Name=""Soma"" Value=""1.0"" /></Structure>",0.5,AAAAAAAwbug=,,2015-02-16T23:12:04.623-08:00,Aii GAC,jeebikadahal99  ,2020-05-29T21:59:26.667-07:00
197,240,,False,,0.5,AAAAAAAhH8U=,192,2015-02-16T23:19:43.553-08:00,,rpfeiffer       ,2019-01-29T17:55:35.567-08:00
198,34,,False,,0.5,AAAAAAAhH8Y=,192,2015-02-16T23:24:53.073-08:00,,rpfeiffer       ,2019-01-29T17:55:35.567-08:00
199,28,"TEM recapture March 2019. 
Goniometric tilt series at 30K magnification.Gap junction id confirmed(filename 199, Best @ -5deg) RLP",True,,1.0,AAAAAAAmbFk=,192,2015-02-16T23:26:31.913-08:00,,rpfeiffer       ,2019-03-21T17:01:54.893-07:00
